title,year,Id,Category
Global mitochondrial DNA phylogeography and biogeographic history of the antitropically and longitudinally disjunct marine bryozoan Membranipora membranacea L. (Cheilostomata): Another cryptic marine sibling species complex?,2008,349,"Genetic,Oceanography,Spatial,Temperature,Historical,Bg,Invertebrate,"
Convergent evolution of ecomorphological adaptations in geographically isolated Bay gobies (Teleostei: Gobionellidae) of the temperate North Pacific,2014,350,"Genetic,Spatial,Historical,Bg,Fish,"
The Pacific palaeogeography of Rhizophora mangle L. (Rhizophoraceae),1991,351,"Genetic,Larval_duration,Spatial,Historical,Algae,Bg,"
Glacial vicariance drives phylogeographic diversification in the amphi-boreal kelp Saccharina latissima,2018,352,"Genetic,Spatial,Historical,Algae,Bg,"
Genetic diversity and differentiation among high-latitude broadcast-spawning coral populations disjunct from the core range,2013,353,"Unknown,Genetic,Larval_duration,Oceanography,Spatial,Bg,Invertebrate,"
Out-of-the tropics or trans-tropical dispersal? The origins of the disjunct distribution of the gooseneck barnacle Pollicipes elegans,2015,354,"Habitat,Oceanography,Temperature,Historical,Bg,Invertebrate,Spatial,"
Does the recruitment of a non-native mussel in native eelgrass habitat explain their disjunct adult distributions?: Juvenile non-native mussels in eelgrass,2005,355,"Behavior,Community,Competition,Invasive,Spatial,Invertebrate,Sm,"
Temperature ecotypes and biogeography of Acrosiphoniales (Chlorophyta) with Arctic-Antarctic disjunct and Arctic/cold-temperature distributions,1995,356,"Spatial,Temperature,Historical,Bg,Plankton,"
"Status, morphology, and phylogenetic relationships of <i>Iyengaria</i> (Scytosiphonaceae, Phaeophyceae), a brown algal genus with a disjunct distribution in the Indian Ocean",2020,357,"Unknown,Genetic,Spatial,Algae,Bg,"
Distinguishing between dispersal and vicariance: A novel approach using anti‐tropical taxa across the fish Tree of Life,2021,358,"Genetic,Habitat,Spatial,Historical,Bg,Fish,"
TEMPERATURE RESPONSES OF DISJUNCT TEMPERATE BROWN ALGAE INDICATE LONG-DISTANCE DISPERSAL OF MICROTHALLI ACROSS THE TROPICS1,1992,359,"Spatial,Temperature,Historical,Algae,Bg,"
Range expansion and complete mitochondrial genome of the highfin blenny (Lupinoblennius nicholsi),2022,360,"Effort,Spatial,Sm,"
Genetic patterns in peripheral marine populations of the fusilier fish <i>Caesio cuning</i> within the Kuroshio Current,2018,361,"Genetic,Habitat,Larval_duration,Oceanography,Fish,Sm,Selection_incompatibility,"
Conservation priorities for peripheral species: the example of British Columbia,2004,362,"Spatial,Climate_change,Multiple,Sm,"
Arctic-Antarctic disjunctions in the benthic seaweeds Acrosiphonia arcta (Chlorophyta) and Desmarestia viridis/willii (Phaeophyta) are of recent origin,1993,363,"Genetic,Misc,Spatial,Historical,Algae,Bg,"
"Ribosomal DNA shows extremely low genetic divergence in a world-wide distributed, but disjunct and highly adapted marine protozoan (Virgulinella fragilis, Foraminiferida)",2009,364,"Unknown,Misc,Spatial,Historical,Bg,GSpatial,Plankton,"
Beyond area relationships: Extinction and recolonization in molecular marine biogeography,1998,365,"Genetic,Habitat,Historical,Multiple,Sm,Selection_incompatibility,"
Rafting dispersal in a brooding southern sea star (Asteroidea : Anasterias),2018,366,"Genetic,Oceanography,R,Spatial,Invertebrate,Sm,"
"Incipient speciation of Catostylus mosaicus (Scyphozoa, Rhizostomeae, Catostylidae), comparative phylogeography and biogeography in south-east Australia",2005,367,"Genetic,Spatial,Temperature,Historical,Invertebrate,Sm,"
Molecular phylogeography reveals multiple Pleistocene divergence events in estuarine crabs from the tropical West Pacific,2022,368,"Genetic,Oceanography,Spatial,Historical,Invertebrate,Sm,"
Discordant distribution of populations and genetic variation in a sea star with high dispersal potential,2009,369,"Unknown,Genetic,Oceanography,Spatial,Historical,Invertebrate,Sm,"
"Mapping aquatic faunal exchanges across the Sunda shelf, South-East Asia, using distributional and genetic data sets from the cyprinid fish Barbodes gonionotus (Bleeker, 1850)",2004,370,"Genetic,Spatial,Historical,Fish,Sm,"
Delineating management units for Pacific cod (Gadus macrocephalus) in the Sea of Japan,2019,371,"Genetic,Habitat,Larval_duration,Oceanography,Temperature,Historical,Fish,Sm,"
Population genetic structure of Patagonian toothfish (Dissostichus eleginoides) in the Southeast Pacific and Southwest Atlantic Ocean,2018,372,"Deep_sea,Genetic,Habitat,Larval_duration,Spatial,Fish,Sm,"
Phylogeography of the planktonic chaetognath Sagitta setosa reveals isolation in European seas,2004,373,"Genetic,Habitat,Spatial,Historical,Sm,Mobile_plankton,"
Thermal selection as a driver of marine ecological speciation,2019,374,"Genetic,Temperature,Fish,Sm,"
Phylogeography in coastal marine animals: A solution from California?,2001,375,"Genetic,Habitat,Larval_duration,Oceanography,Spatial,Historical,Multiple,Sm,"
DNA taxonomy confirms the identity of the widely-disjunct mediterranean and atlantic populations of the tufted ghost crab ocypode cursor (Crustacea: Decapoda: Ocypodidae),2019,376,"Spatial,Historical,Climate_change,GSpatial,Invertebrate,Sm,"
Highly restricted gene flow between disjunct populations of the skunk clownfish (Amphiprion akallopisos) in the Indian Ocean,2017,377,"Genetic,Habitat,Larval_duration,Spatial,Historical,Bg,Fish,"
Genetic diversity and restricted genetic connectivity in an endangered marine fish (Brachionichthys hirsutus) provides a model for conservation management in related and data-deficient species,2021,378,"Behavior,Genetic,Habitat,Spatial,Fish,Sm,"
Comparative population genetics and demographic history of two polychaete species suggest that coastal lagoon populations evolve under alternate regimes of gene flow,2018,379,"Genetic,Habitat,Larval_duration,Spatial,Historical,Invertebrate,Oxygen,Sm,"
Phylogeographic heterogeneity of the brown macroalga Sargassum horneri (Fucaceae) in the northwestern Pacific in relation to late Pleistocene glaciation and tectonic configurations,2011,380,"Genetic,Oceanography,Spatial,Historical,Algae,Sm,"
Distribution and habitat characteristics of dolphins of the genus Stenella (Cetacea: Delphinidae) in the southwest Atlantic Ocean,2005,381,"Behavior,Habitat,Oceanography,Spatial,Temperature,Mammal,Sm,"
Evaluating connectivity in the brooding brittle star Astrotoma agassizii across the drake passage in the Southern Ocean,2008,382,"Genetic,Habitat,Larval_duration,Oceanography,Spatial,Invertebrate,Sm,"
"Phylogeography and cryptic introduction of the ragworm Hediste diversicolor (Annelida, Nereididae) in the Northwest Atlantic",2014,383,"Genetic,Invasive,Spatial,Invertebrate,Sm,"
"An integrated ecological, genetic and geological assessment of long-distance dispersal by invertebrates on kelp rafts",2018,384,"Genetic,Oceanography,R,Spatial,Multiple,Sm,"
A biogeographical perspective of the deep-sea hydrothermal vent fauna,1998,385,"Unknown,Deep_sea,Genetic,Spatial,Historical,Multiple,Sm,"
Genetic similarity of disjunct populations of the giant sea bass Stereolepis gigas,2007,386,"Spatial,Historical,Fish,GSpatial,Sm,"
"The marine otter Lontra felina (Molina, 1782): A review of its present status and implications for future conservation",2012,387,"Unknown,Genetic,Habitat,Spatial,Mammal,Sm,"
"Genetic divergence of peripherally disjunct populations of the gastropod Batillariella estuarina in the Houtman Abrolhos Islands, Western Australia",2001,388,"Genetic,Habitat,Larval_duration,Spatial,Invertebrate,Sm,"
Limited success of the non-indigenous bivalve clam Rangia cuneata in the Lithuanian coastal waters of the Baltic Sea and the Curonian Lagoon,2019,389,"Invasive,Spatial,GSpatial,Invertebrate,Sm,"
"Inland-water calanoid copepods of Kangaroo, King and Flinders Islands: Biogeography and ecology",1996,390,"Spatial,Historical,Sm,Mobile_plankton,"
Geographic range limitation of the intertidal gastropods Littorina sitkana and L. planaxis,1976,391,"Competition,Habitat,Larval_duration,Oceanography,Spatial,Invertebrate,Sm,"
Temperature Ecotypes in Seaweeds: Adaptive Significance and Biogeographic Implications,1994,392,"Genetic,Spatial,Temperature,Historical,Algae,Sm,"
Evolutionary and biogeographical patterns of barnacles from deep-sea hydrothermal vents,2015,393,"Deep_sea,Genetic,Spatial,Historical,Invertebrate,Sm,"
Evolution and paleobiogeography of mangroves,2019,394,"Genetic,Habitat,Spatial,Historical,Algae,Bg,"
Benthic biome of the southern ocean: Present state of knowledge and future perspectives,2022,395,"Community,Genetic,Spatial,Temperature,Historical,Benthic,Sm,"
The evolutionary history of the goby Elacatinus puncticulatus in the tropical eastern pacific: Effects of habitat discontinuities and local environmental variability,2019,396,"Genetic,Habitat,Oceanography,Spatial,Historical,Fish,Sm,"
"Disjunct Sea of Cortez-pacific ocean Gillichthys mirabilis populations and the evolutionary origin of their Sea of Cortez endemic relative, Gillichthys seta",2001,397,"Genetic,Spatial,Historical,Fish,Sm,"
Genetic structure of Patagonian toothfish populations from otolith DNA,2016,398,"Unknown,Behavior,Genetic,Spatial,Fish,Sm,"
"Taxonomic Status of the Okhotsk Lumpsucker Eumicrotremus ochotonensis (Cyclopteridae, Cottoidei) with Redescription of E. derjugini",2019,399,"Unknown,Genetic,Spatial,Fish,Sm,"
"Todaropsis eblanae, lesser flying squid",2013,400,"Unknown,Genetic,Spatial,Invertebrate,Sm,"
Unexpected mosaic distribution of two hybridizing sibling lineages in the teleplanically dispersing snail Stramonita haemastoma suggests unusual postglacial redistribution or cryptic invasion,2017,401,"Genetic,Invasive,Spatial,Invertebrate,Sm,Selection_incompatibility,"
"Oysters of the Conch Republic (Florida Keys): A molecular phylogenetic study of Parahyotissa mcgintyi, Teskeyostrea weberi and Ostreola equestris",2004,402,"Spatial,Historical,GSpatial,Invertebrate,Sm,"
Origin of Macquarie Island echinoderms,1998,403,"Genetic,Habitat,Larval_duration,Spatial,Historical,Invertebrate,Sm,"
Factors influencing biogeographic patterns of Australasian centropagid copepods,1991,404,"Genetic,Spatial,Historical,Bg,Mobile_plankton,"
Tempo and mode of speciation in the Baja California disjunct fish species Anisotremus davidsonii,2005,405,"Genetic,Habitat,Spatial,Historical,Fish,Sm,"
Composition and biogeography of hydrothermal vent communities in western pacific back-arc basins,2006,406,"Unknown,Community,Deep_sea,Genetic,Oceanography,Spatial,Historical,Benthic,Sm,"
Phylogeographical disjunction in abundant high-dispersal littoral gastropods,2005,407,"Unknown,Genetic,Habitat,Spatial,Historical,Invertebrate,Sm,"
A suggested physical explanation for the existence of a biological boundary at 24°30′S in the Benguela system,1988,408,"Community,Larval_duration,Oceanography,Spatial,Fish,Sm,"
Phylogeny and biogeography of pholadid bivalve Barnea (Anchomasa) with considerations on the phylogeny of Pholadoidea,2009,409,"Genetic,Spatial,Historical,Bg,Invertebrate,"
The dynamics and geographic disjunction of the kelp Eisenia arborea along the west coast of Canada,2021,410,"Competition,Spatial,Historical,Climate_change,Algae,Sm,"
"Hydrothermal-vent alvinellid polychaete dispersal in the eastern pacific. 1. Influence of vent site distribution, bottom currents, and biological patterns",1997,411,"Unknown,Deep_sea,Genetic,Larval_duration,Oceanography,Spatial,Historical,Invertebrate,Sm,"
THE RELEVANCE OF PASSIVE DISPERSAL FOR THE BIOGEOGRAPHY OF CARIBBEAN MOLLUSKS,1995,412,"Larval_duration,R,Spatial,Historical,GSpatial,Invertebrate,Sm,"
Consequences of marine barriers for genetic diversity of the coral-specialist yellowbar angelfish from the Northwestern Indian Ocean,2019,413,"Genetic,Habitat,Oceanography,Spatial,Fish,Sm,"
"Population and seascape genomics of a critically endangered benthic elasmobranch, the blue skate Dipturus batis",2022,414,"Genetic,Habitat,Spatial,Climate_change,Fish,Sm,"
Testing comparative phylogeographic models of marine vicariance and dispersal using a hierarchical Bayesian approach,2008,415,"Community,Genetic,Spatial,Historical,Multiple,Sm,"
Population structure and genetic variation of lane snapper (Lutjanus synagris) in the northern Gulf of Mexico,2009,416,"Unknown,Genetic,Spatial,Fish,Sm,"
"Phylogeography of the spotted sand bass, Paralabrax maculatofasciatus: Divergence of Gulf of California and Pacific Coast populations",2001,417,"Genetic,Larval_duration,Spatial,Historical,Fish,Sm,"
"Contrasting Genetic Structure and Diversity of Galaxias maculatus (Jenyns, 1848) Along the Chilean Coast: Stock Identification for Fishery Management",2015,418,"Unknown,Genetic,Habitat,Oceanography,Spatial,Historical,Fish,Sm,"
Molecular phylogeny and historical biogeography of Nacella (Patellogastropoda: Nacellidae) in the Southern Ocean,2010,419,"Genetic,Larval_duration,R,Spatial,Historical,Bg,Invertebrate,Sm,"
Nonrandom larval dispersal can steepen marine clines,2005,420,"Genetic,Habitat,Larval_duration,Oceanography,Spatial,Multiple,Sm,"
"Restricted gene flow and incipient speciation in disjunct Pacific Ocean and Sea of Cortez populations of a reef fish species, Girella nigricans",2000,421,"Unknown,Genetic,Spatial,Historical,Fish,Sm,"
"Morphology and molecules on opposite sides of the diversity gradient: Four cryptic species of the Cliona celata (Porifera, Demospongiae) complex in South America revealed by mitochondrial and nuclear markers",2012,422,"Unknown,Genetic,Spatial,Invertebrate,Sm,"
Seagrass Connectivity on the West Coast of Africa Supports the Hypothesis of Grazer-Mediated Seed Dispersal,2022,423,"Competition,Genetic,Spatial,Algae,Sm,"
"Climate-driven genetic divergence of limpets with different life histories across a southeast African marine biogeographic disjunction: different processes, same outcome",2011,424,"Genetic,Habitat,Larval_duration,Oceanography,Historical,Invertebrate,Sm,Selection_incompatibility,"
What Maintains the Central North Pacific Genetic Discontinuity in Pacific Herring?,2012,425,"Behavior,Competition,Genetic,Historical,Fish,Sm,Selection_incompatibility,"
"King crabs of the western Atlantic sector of Antarctic and adjacent areas: new records, molecular barcode data and distribution (Crustacea: Decapoda: Lithodidae)",2015,426,"Deep_sea,Genetic,Habitat,Oceanography,Spatial,Historical,Invertebrate,Sm,"
A MULTILOCUS ALLOZYME DISCONTINUITY IN THE MUSSEL MYTILUS-GALLOPROVINCIALIS - THE INTERACTION OF ECOLOGICAL AND LIFE-HISTORY FACTORS,1995,427,"Competition,Genetic,Oceanography,Spatial,Invertebrate,Sm,"
"Stirred but not shaken: population and recruitment genetics of the scallop (Pecten fumatus) in Bass Strait, Australia",2016,428,"Genetic,Oceanography,Spatial,Invertebrate,Sm,"
Unexpected genetic structure of mussel populations in South Africa: indigenous Perna perna and invasive Mytilus galloprovincialis,2007,429,"Genetic,Larval_duration,Oceanography,Spatial,Invertebrate,Sm,Selection_incompatibility,"
Phylogenetic divergence and population genetics of the hydrothermal vent annelid genus Hesiolyra along the East Pacific Rise: Reappraisal using multi-locus data,2023,430,"Deep_sea,Genetic,Habitat,Spatial,Historical,Bg,Invertebrate,"
"Population genetic structure of the milkfish, Chanos chanos, based on PCR-RFLP analysis of the mitochondrial control region",2004,431,"Behavior,Genetic,Oceanography,Fish,Sm,"
"Twisted sister species of pygmy angelfishes: discordance between taxonomy, coloration, and phylogenetics",2012,432,"Unknown,Genetic,Historical,Fish,Sm,Selection_incompatibility,"
Microsatellite variation in the Mexican rockfish Sebastes macdonaldi,2003,433,"Unknown,Genetic,Spatial,Bg,Fish,"
Vicariance and dispersal across Baja California in disjunct marine fish populations,2003,434,"Genetic,Habitat,Larval_duration,Spatial,Historical,Fish,GSpatial,Sm,"
Genetic connectivity of the ecosystem engineer Perumytilus purpuratus north to the 32A degrees S southeast Pacific ecological discontinuity,2013,435,"Genetic,Larval_duration,Oceanography,Spatial,Invertebrate,Sm,Selection_incompatibility,"
Phylogeography of the diamond turbot (Hypsopsetta guttulata) across the Baja California Peninsula,2010,436,"Behavior,Genetic,Habitat,Spatial,Fish,Sm,"
Population dynamics and genetic differentiation in the bivalve mollusc Abra tenuis: aplanic dispersal,2004,437,"Genetic,Misc,Oceanography,Spatial,Invertebrate,Sm,"
Restricted gene flow and evolutionary divergence between geographically separated populations of the Antarctic octopus Pareledone turqueti,1997,438,"Genetic,Habitat,Spatial,Invertebrate,Sm,"
"GEOGRAPHIC-VARIATION AMONG 3 ISOLATED POPULATIONS OF THE HADAL AMPHIPOD HIRONDELLEA GIGAS (CRUSTACEA, AMPHIPODA, LYSIANASSOIDEA)",1993,439,"Deep_sea,Genetic,Habitat,Spatial,Invertebrate,Sm,"
Long current to nowhere? - Genetic connectivity of Jasus tristani populations in the southern Atlantic Ocean,2007,440,"Deep_sea,Genetic,Oceanography,Spatial,Historical,Bg,Invertebrate,"
"Habitat discontinuities form strong barriers to gene flow among mangrove populations, despite the capacity for long-distance dispersal",2019,441,"Genetic,Habitat,Spatial,Algae,Sm,"
Population genetic structure of the Antarctic ascidian Aplidium falklandicum from Scotia Arc and South Shetland Islands,2010,442,"Genetic,Habitat,Larval_duration,Misc,Oceanography,Spatial,Invertebrate,Sm,"
Baja California disjunctions and phylogeographic patterns in sympatric California blennies,2014,443,"Genetic,Habitat,Spatial,Historical,Fish,GSpatial,Sm,"
"A reassessment of the distribution of the common Antarctic scallop Adamussium colbecki (Smith, 1902)",2006,444,"Genetic,Habitat,Larval_duration,Spatial,Invertebrate,Sm,"
Assessment of genetic diversity of seagrass populations using DNA fingerprinting: Implications for population stability and management,1994,445,"Genetic,Habitat,Spatial,Algae,Sm,"
"A taxonomic, phylogenetic and biogeographic study of the genus Acanthophora (Rhodomelaceae, Rhodophyta)",1999,446,"Genetic,Spatial,Historical,Algae,Bg,"
Scallop Genetics and Genomics,2016,447,"Genetic,Habitat,Oceanography,Spatial,Invertebrate,Sm,Selection_incompatibility,"
"Limited realized dispersal and introgressive hybridization influence genetic structure and conservation strategies for brown rockfish, Sebastes auriculatus",2005,448,"Behavior,Genetic,Larval_duration,Oceanography,Spatial,Historical,Fish,Sm,"
A Seascape Genetics Approach to Studying Genetic Differentiation in the Bull Kelp Nereocystis luetkeana,2019,449,"Genetic,Habitat,Oceanography,Historical,Algae,Sm,"
Evolutionary and biogeographical patterns within the smelt genus Hypomesus in the North Pacific Ocean,2007,450,"Genetic,Spatial,Historical,Bg,Fish,"
Origins and Present Distribution of Fishes in Japan,2022,451,"Genetic,Oceanography,Spatial,Historical,Fish,Sm,"
Comparative phylogeography of the ocean planet,2016,452,"Genetic,Habitat,Oceanography,Spatial,Historical,Bg,Multiple,"
Two distinct mtDNA lineages of the blue crab reveal large-scale population structure in its native Atlantic distribution,2017,453,"Genetic,Invasive,Spatial,Invertebrate,Sm,"
"Genetic differentiation between spatially-disjunct populations of the deep-sea, hydrothermal vent-endemic amphipod Ventiella sulfuris",1992,454,"Deep_sea,Genetic,Habitat,Spatial,Historical,Invertebrate,Sm,"
"""Nested"" cryptic diversity in a widespread marine ecosystem engineer: a challenge for detecting biological invasions",2011,455,"Genetic,Invasive,Misc,Spatial,Invertebrate,Sm,"
Genetic Differentiation of Disjunct Gulf of California and Pacific Outer Coast Populations of Hypsoblennius jenkinsi,1987,456,"Genetic,Spatial,Historical,Fish,Sm,Selection_incompatibility,"
Marine biogeographic disjunction in central New Zealand,2005,457,"Genetic,Larval_duration,Oceanography,Spatial,Invertebrate,Sm,"
Disparate patterns of population genetic structure and population history in two sympatric penaeid shrimp species ( <i>Farfantepenaeus aztecus</i> and <i>Litopenaeus setiferus</i> ) in the eastern United States,2003,458,"Genetic,Habitat,Spatial,Historical,Invertebrate,Sm,"
"PHYLOGEOGRAPHY AND DEMOGRAPHY OF SYMPATRIC SISTER SURFPERCH SPECIES, EMBIOTOCA JACKSONI AND E. LATERALIS ALONG THE CALIFORNIA COAST: HISTORICAL VERSUS ECOLOGICAL FACTORS",2005,459,"Competition,Genetic,Spatial,Historical,Fish,Sm,"
Effect of the East Siberian barrier on the echinoderm dispersal in the Arctic Ocean,2010,460,"Habitat,Oceanography,Spatial,Historical,Invertebrate,Sm,Selection_incompatibility,"
Divergence genetics analysis reveals historical population genetic processes leading to contrasting phylogeographic patterns in co-distributed species,2010,461,"Genetic,Historical,Invertebrate,Sm,"
"Comparative phylogeography of a bathymetrically segregated pair of sister taxa of rockfishes (genus Sebastes): black rockfish, Sebastes melanops, and yellowtail rockfish, Sebastes flavidus",2023,462,"Genetic, Sm, Historical, Oceanography,Fish, "
"A genetic basis for geographic variation in shell morphology in the bay scallop, Argopecten irradians",1997,463,"Invertebrate, Sm, Spatial, Unknown, "
Impact of individual early life traits in larval dispersal: A multispecies approach using backtracking models,2021,464,"Sm, Fish, Larval_duration, Oceanography, "
